"MODULE_CD"|"COL_NM"|"COL_KOR_NM"|"FORMAT_DC"|"COLSIZE_VR"|"RCODE_DC"|"KEY_VAL_YN"|"COL_SQ"|"TABLE_ID"|"TABLE_NM"
AQ|APRVL_ST|승인상태|VARCHAR2|"5"|||5|AQ_CONTRACT_HST|계약히스토리
AQ|AUDF_SUPP_AMT|감사보수추가금액|NUMBER|"19,4"|||11|AQ_CONTRACT_HST|계약히스토리
AQ|AUDF_TOT_AMT|감사보수총금액|NUMBER|"19,4"|||10|AQ_CONTRACT_HST|계약히스토리
AQ|CAUDF_SUPP_AMT|연결감사보수추가금액|NUMBER|"19,4"|||13|AQ_CONTRACT_HST|계약히스토리
AQ|CAUDF_TOT_AMT|연결감사보수총액|NUMBER|"19,4"|||12|AQ_CONTRACT_HST|계약히스토리
AQ|CHGE_DT|변경일|VARCHAR2|"8"|||6|AQ_CONTRACT_HST|계약히스토리
AQ|COMPANY_CD|회사코드|VARCHAR2|"7"||Y|1|AQ_CONTRACT_HST|계약히스토리
AQ|CONT_NO|계약번호|VARCHAR2|"20"||Y|2|AQ_CONTRACT_HST|계약히스토리
AQ|DEPT_CD|부서코드|VARCHAR2|"20"|||8|AQ_CONTRACT_HST|계약히스토리
AQ|FG_CD|구분코드|VARCHAR2|"5"||Y|3|AQ_CONTRACT_HST|계약히스토리
AQ|INSERT_DTS|등록일시|DATE||||17|AQ_CONTRACT_HST|계약히스토리
AQ|INSERT_ID|등록ID|VARCHAR2|"30"|||14|AQ_CONTRACT_HST|계약히스토리
AQ|INSERT_IP|등록IP|VARCHAR2|"200"|||15|AQ_CONTRACT_HST|계약히스토리
AQ|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|"200"|||16|AQ_CONTRACT_HST|계약히스토리
AQ|MDIR_EMP_NO|담당이사사원번호|VARCHAR2|"20"|||7|AQ_CONTRACT_HST|계약히스토리
AQ|PARTNER_NM|거래처명|VARCHAR2|"150"|||9|AQ_CONTRACT_HST|계약히스토리
AQ|SEQ_NO|일련번호|VARCHAR2|"20"||Y|4|AQ_CONTRACT_HST|계약히스토리
AQ|UPDATE_DTS|수정일시|DATE||||21|AQ_CONTRACT_HST|계약히스토리
AQ|UPDATE_ID|수정ID|VARCHAR2|"30"|||18|AQ_CONTRACT_HST|계약히스토리
AQ|UPDATE_IP|수정IP|VARCHAR2|"200"|||19|AQ_CONTRACT_HST|계약히스토리
AQ|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|"200"|||20|AQ_CONTRACT_HST|계약히스토리
AQ|AUDF_ACCT_CD|감사보수계정코드|VARCHAR2|"20"|||4|AQ_SALE_ACCT_MST|
AQ|AUDF_FEOTH_ACCT_CD|감사보수상대계정코드|VARCHAR2|"20"|||5|AQ_SALE_ACCT_MST|
AQ|CAUDF_ACCT_CD|연결감사보수계정코드|VARCHAR2|"20"|||6|AQ_SALE_ACCT_MST|
AQ|CAUDF_FEOTH_ACCT_CD|연결감사보수상대계정코드|VARCHAR2|"20"|||7|AQ_SALE_ACCT_MST|
AQ|COMPANY_CD|회사코드|VARCHAR2|"7"||Y|1|AQ_SALE_ACCT_MST|
AQ|CONT_DTL_TP|계약상세유형|VARCHAR2|"5"||Y|3|AQ_SALE_ACCT_MST|
AQ|CONT_TP|계약유형|VARCHAR2|"3"||Y|2|AQ_SALE_ACCT_MST|
AQ|INSERT_DTS|등록일시|DATE||||15|AQ_SALE_ACCT_MST|
AQ|INSERT_ID|등록ID|VARCHAR2|"30"|||12|AQ_SALE_ACCT_MST|
AQ|INSERT_IP|등록IP|VARCHAR2|"200"|||13|AQ_SALE_ACCT_MST|
AQ|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|"200"|||14|AQ_SALE_ACCT_MST|
AQ|RMK_DC|비고내역|VARCHAR2|"200"|||11|AQ_SALE_ACCT_MST|
AQ|SUPP_ACCT_CD|추가계정코드|VARCHAR2|"20"|||8|AQ_SALE_ACCT_MST|
AQ|SUPP_FEOTH_ACCT_CD|추가상대계정코드|VARCHAR2|"20"|||9|AQ_SALE_ACCT_MST|
AQ|UPDATE_DTS|수정일시|DATE||||19|AQ_SALE_ACCT_MST|
AQ|UPDATE_ID|수정ID|VARCHAR2|"30"|||16|AQ_SALE_ACCT_MST|
AQ|UPDATE_IP|수정IP|VARCHAR2|"200"|||17|AQ_SALE_ACCT_MST|
AQ|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|"200"|||18|AQ_SALE_ACCT_MST|
AQ|VAT_ACCT_CD|부가세계정코드|VARCHAR2|"20"|||10|AQ_SALE_ACCT_MST|
AQ|ATHZ_RPTS_CD|결재상신코드|VARCHAR2|"50"|||27|AQ_SALE_MST|매출마스터
AQ|AUDF_NOTE_DC|감사보수적요내역|VARCHAR2|"200"|||10|AQ_SALE_MST|매출마스터
AQ|AUDF_SPPRC_AMT|감사보수공급가액|NUMBER|"19,4"|||7|AQ_SALE_MST|매출마스터
AQ|AUDF_TAX_AMT|감사보수세금금액|NUMBER|"19,4"|||8|AQ_SALE_MST|매출마스터
AQ|AUDF_UNCMNY_AMT|감사보수미수금금액|NUMBER|"19,4"|||9|AQ_SALE_MST|매출마스터
AQ|BILL_DT|매출일|VARCHAR2|"8"|||4|AQ_SALE_MST|매출마스터
AQ|BIZAREA_CD|사업장코드|VARCHAR2|"7"|||19|AQ_SALE_MST|매출마스터
AQ|CAUDF_NOTE_DC|연결감사보수적요내역|VARCHAR2|"200"|||14|AQ_SALE_MST|매출마스터
AQ|CAUDF_SPPRC_AMT|연결감사보수공급가액|NUMBER|"19,4"|||11|AQ_SALE_MST|매출마스터
AQ|CAUDF_TAX_AMT|연결감사보수세금금액|NUMBER|"19,4"|||12|AQ_SALE_MST|매출마스터
AQ|CAUDF_UNCMNY_AMT|연결감사보수미수금금액|NUMBER|"19,4"|||13|AQ_SALE_MST|매출마스터
AQ|CC_CD|비용센터코드|VARCHAR2|"20"|||20|AQ_SALE_MST|매출마스터
AQ|COMPANY_CD|회사코드|VARCHAR2|"7"||Y|1|AQ_SALE_MST|매출마스터
AQ|CONN_YN|연결여부|VARCHAR2|"1"|||24|AQ_SALE_MST|매출마스터
AQ|CONT_NO|계약번호|VARCHAR2|"20"||Y|2|AQ_SALE_MST|매출마스터
AQ|DOCU_NO|전표번호|VARCHAR2|"20"|||6|AQ_SALE_MST|매출마스터
AQ|GWAPRVLST_CD|그룹웨어결재상태코드|VARCHAR2|"5"|||26|AQ_SALE_MST|매출마스터
AQ|GWDOCU_NO|그룹웨어결재문서번호|VARCHAR2|"50"|||28|AQ_SALE_MST|매출마스터
AQ|INSERT_DTS|등록일시|DATE||||32|AQ_SALE_MST|매출마스터
AQ|INSERT_ID|등록ID|VARCHAR2|"30"|||29|AQ_SALE_MST|매출마스터
AQ|INSERT_IP|등록IP|VARCHAR2|"200"|||30|AQ_SALE_MST|매출마스터
AQ|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|"200"|||31|AQ_SALE_MST|매출마스터
AQ|NO_SQ|번호순번|NUMBER|"5,0"||Y|3|AQ_SALE_MST|매출마스터
AQ|PARTNER_CD|거래처코드|VARCHAR2|"20"|||5|AQ_SALE_MST|매출마스터
AQ|SUPP_NOTE_DC|추가적요내역|VARCHAR2|"200"|||18|AQ_SALE_MST|매출마스터
AQ|SUPP_SPPRC_AMT|추가공급가액|NUMBER|"19,4"|||15|AQ_SALE_MST|매출마스터
AQ|SUPP_TAX_AMT|추가과세금액|NUMBER|"19,4"|||16|AQ_SALE_MST|매출마스터
AQ|SUPP_UNCMNY_AMT|추가미수금금액|NUMBER|"19,4"|||17|AQ_SALE_MST|매출마스터
AQ|TAXAFS_CD|세무코드|VARCHAR2|"5"|||21|AQ_SALE_MST|매출마스터
AQ|TAX_YN|과세여부|VARCHAR2|"1"|||25|AQ_SALE_MST|매출마스터
AQ|UPDATE_DTS|수정일시|DATE||||36|AQ_SALE_MST|매출마스터
AQ|UPDATE_ID|수정ID|VARCHAR2|"30"|||33|AQ_SALE_MST|매출마스터
AQ|UPDATE_IP|수정IP|VARCHAR2|"200"|||34|AQ_SALE_MST|매출마스터
AQ|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|"200"|||35|AQ_SALE_MST|매출마스터
AQ|WRT_DEPT_CD|작성부서코드|VARCHAR2|"20"|||22|AQ_SALE_MST|매출마스터
AQ|WRT_EMP_NO|작성사원번호|VARCHAR2|"20"|||23|AQ_SALE_MST|매출마스터
AQ|APRVL_CD|승인코드|VARCHAR2|"5"|||7|AQ_TIME_HST|업무시간히스토리
AQ|AUDIT_PROC_FG|감사절차구분|VARCHAR2|"3"|||9|AQ_TIME_HST|업무시간히스토리
AQ|BWRK_DT|근무일|VARCHAR2|"8"||Y|3|AQ_TIME_HST|업무시간히스토리
AQ|BWRK_TM|근무시간|VARCHAR2|"8"|||8|AQ_TIME_HST|업무시간히스토리
AQ|COMPANY_CD|회사코드|VARCHAR2|"7"||Y|1|AQ_TIME_HST|업무시간히스토리
AQ|CONT_NO|계약번호|VARCHAR2|"20"||Y|4|AQ_TIME_HST|업무시간히스토리
AQ|EMP_NO|사원번호|VARCHAR2|"20"||Y|2|AQ_TIME_HST|업무시간히스토리
AQ|INSERT_DTS|등록일시|DATE||||14|AQ_TIME_HST|업무시간히스토리
AQ|INSERT_ID|등록ID|VARCHAR2|"30"|||11|AQ_TIME_HST|업무시간히스토리
AQ|INSERT_IP|등록IP|VARCHAR2|"200"|||12|AQ_TIME_HST|업무시간히스토리
AQ|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|"200"|||13|AQ_TIME_HST|업무시간히스토리
AQ|NO_SQ|번호순번|NUMBER|"5,0"||Y|5|AQ_TIME_HST|업무시간히스토리
AQ|ROW_NO_SQ|행번호순번|NUMBER|"10,0"||Y|6|AQ_TIME_HST|업무시간히스토리
AQ|TSK_FG|업무구분|VARCHAR2|"5"|||10|AQ_TIME_HST|업무시간히스토리
AQ|UPDATE_DTS|수정일시|DATE||||18|AQ_TIME_HST|업무시간히스토리
AQ|UPDATE_ID|수정ID|VARCHAR2|"30"|||15|AQ_TIME_HST|업무시간히스토리
AQ|UPDATE_IP|수정IP|VARCHAR2|"200"|||16|AQ_TIME_HST|업무시간히스토리
AQ|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|"200"|||17|AQ_TIME_HST|업무시간히스토리
BP|ACTIVITY_AMT|활동유형금액|NUMBER|(19,4)|||8|BP_ACTIPRICE_DTL|활동유형단가계획디테일
BP|ACTIVITY_QT|활동유형수량|NUMBER|(19,6)|||6|BP_ACTIPRICE_DTL|활동유형단가계획디테일
BP|ACTIVITY_UM|활동유형단가|NUMBER|(19,6)|||7|BP_ACTIPRICE_DTL|활동유형단가계획디테일
BP|BPSCEN_CD|사업계획시나리오코드|VARCHAR2|(5)||Y|3|BP_ACTIPRICE_DTL|활동유형단가계획디테일
BP|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|BP_ACTIPRICE_DTL|활동유형단가계획디테일
BP|INSERT_DTS|등록일시|DATE||||12|BP_ACTIPRICE_DTL|활동유형단가계획디테일
BP|INSERT_ID|등록ID|VARCHAR2|(30)|||9|BP_ACTIPRICE_DTL|활동유형단가계획디테일
BP|INSERT_IP|등록IP|VARCHAR2|(200)|||10|BP_ACTIPRICE_DTL|활동유형단가계획디테일
BP|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||11|BP_ACTIPRICE_DTL|활동유형단가계획디테일
BP|PLAN_LINE_SQ|계획라인순번|NUMBER|(5,0)||Y|4|BP_ACTIPRICE_DTL|활동유형단가계획디테일
BP|PLAN_YM|계획년월|VARCHAR2|(6)||Y|5|BP_ACTIPRICE_DTL|활동유형단가계획디테일
BP|UPDATE_DTS|수정일시|DATE||||16|BP_ACTIPRICE_DTL|활동유형단가계획디테일
BP|UPDATE_ID|수정ID|VARCHAR2|(30)|||13|BP_ACTIPRICE_DTL|활동유형단가계획디테일
BP|UPDATE_IP|수정IP|VARCHAR2|(200)|||14|BP_ACTIPRICE_DTL|활동유형단가계획디테일
BP|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||15|BP_ACTIPRICE_DTL|활동유형단가계획디테일
BP|VER_CD|버전코드|VARCHAR2|(5)||Y|2|BP_ACTIPRICE_DTL|활동유형단가계획디테일
BP|ACTIVITY_AMT|활동유형금액|NUMBER|(19,4)|||11|BP_ACTIPRICE_MST|활동유형단가계획마스터
BP|ACTIVITY_CD|활동유형코드|VARCHAR2|(7)|||6|BP_ACTIPRICE_MST|활동유형단가계획마스터
BP|ACTIVITY_QT|활동유형수량|NUMBER|(19,6)|||9|BP_ACTIPRICE_MST|활동유형단가계획마스터
BP|ACTIVITY_UM|활동유형단가|NUMBER|(19,6)|||10|BP_ACTIPRICE_MST|활동유형단가계획마스터
BP|BPSCEN_CD|사업계획시나리오코드|VARCHAR2|(5)||Y|3|BP_ACTIPRICE_MST|활동유형단가계획마스터
BP|CC_CD|비용센터코드|VARCHAR2|(20)|||5|BP_ACTIPRICE_MST|활동유형단가계획마스터
BP|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|BP_ACTIPRICE_MST|활동유형단가계획마스터
BP|COSTCOM_CD|원가구성요소코드|VARCHAR2|(20)|||8|BP_ACTIPRICE_MST|활동유형단가계획마스터
BP|ELEMENT_CD|원가요소코드|VARCHAR2|(20)|||7|BP_ACTIPRICE_MST|활동유형단가계획마스터
BP|INSERT_DTS|등록일시|DATE||||15|BP_ACTIPRICE_MST|활동유형단가계획마스터
BP|INSERT_ID|등록ID|VARCHAR2|(30)|||12|BP_ACTIPRICE_MST|활동유형단가계획마스터
BP|INSERT_IP|등록IP|VARCHAR2|(200)|||13|BP_ACTIPRICE_MST|활동유형단가계획마스터
BP|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||14|BP_ACTIPRICE_MST|활동유형단가계획마스터
BP|PLAN_LINE_SQ|계획라인순번|NUMBER|(5,0)||Y|4|BP_ACTIPRICE_MST|활동유형단가계획마스터
BP|UPDATE_DTS|수정일시|DATE||||19|BP_ACTIPRICE_MST|활동유형단가계획마스터
BP|UPDATE_ID|수정ID|VARCHAR2|(30)|||16|BP_ACTIPRICE_MST|활동유형단가계획마스터
BP|UPDATE_IP|수정IP|VARCHAR2|(200)|||17|BP_ACTIPRICE_MST|활동유형단가계획마스터
BP|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||18|BP_ACTIPRICE_MST|활동유형단가계획마스터
BP|VER_CD|버전코드|VARCHAR2|(5)||Y|2|BP_ACTIPRICE_MST|활동유형단가계획마스터
BP|BPSCEN_CD|사업계획시나리오코드|VARCHAR2|(5)||Y|3|BP_ASSETDP_DTL|감가상각비계획디테일
BP|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|BP_ASSETDP_DTL|감가상각비계획디테일
BP|DP_AMT|상각금액|NUMBER|(19,4)|||6|BP_ASSETDP_DTL|감가상각비계획디테일
BP|INSERT_DTS|등록일시|DATE||||10|BP_ASSETDP_DTL|감가상각비계획디테일
BP|INSERT_ID|등록ID|VARCHAR2|(30)|||7|BP_ASSETDP_DTL|감가상각비계획디테일
BP|INSERT_IP|등록IP|VARCHAR2|(200)|||8|BP_ASSETDP_DTL|감가상각비계획디테일
BP|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||9|BP_ASSETDP_DTL|감가상각비계획디테일
BP|PLAN_LINE_SQ|계획라인순번|NUMBER|(10,0)||Y|4|BP_ASSETDP_DTL|감가상각비계획디테일
BP|PLAN_YM|계획년월|VARCHAR2|(6)||Y|5|BP_ASSETDP_DTL|감가상각비계획디테일
BP|UPDATE_DTS|수정일시|DATE||||14|BP_ASSETDP_DTL|감가상각비계획디테일
BP|UPDATE_ID|수정ID|VARCHAR2|(30)|||11|BP_ASSETDP_DTL|감가상각비계획디테일
BP|UPDATE_IP|수정IP|VARCHAR2|(200)|||12|BP_ASSETDP_DTL|감가상각비계획디테일
BP|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||13|BP_ASSETDP_DTL|감가상각비계획디테일
BP|VER_CD|버전코드|VARCHAR2|(5)||Y|2|BP_ASSETDP_DTL|감가상각비계획디테일
BP|ACCT_CD|계정코드|VARCHAR2|(20)|||10|BP_ASSETDP_MST|감가상각비계획마스터
BP|ACQSPC_AMT|취득가금액|NUMBER|(19,4)|||18|BP_ASSETDP_MST|감가상각비계획마스터
BP|ASSET_CD|자산코드|VARCHAR2|(20)|||5|BP_ASSETDP_MST|감가상각비계획마스터
BP|ASSET_CD_SQ|자산코드순번|NUMBER|(5,0)|||6|BP_ASSETDP_MST|감가상각비계획마스터
BP|ASSET_DP_FG|자산상각구분|VARCHAR2|(3)|||7|BP_ASSETDP_MST|감가상각비계획마스터
BP|BIZAREA_CD|사업장코드|VARCHAR2|(7)|||13|BP_ASSETDP_MST|감가상각비계획마스터
BP|BPSCEN_CD|사업계획시나리오코드|VARCHAR2|(5)||Y|3|BP_ASSETDP_MST|감가상각비계획마스터
BP|CC_CD|비용센터코드|VARCHAR2|(20)|||11|BP_ASSETDP_MST|감가상각비계획마스터
BP|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|BP_ASSETDP_MST|감가상각비계획마스터
BP|DEP_ACCT_CD|감가상각비계정코드|VARCHAR2|(20)|||8|BP_ASSETDP_MST|감가상각비계획마스터
BP|DP_BGN_DT|상각개시일|VARCHAR2|(8)|||19|BP_ASSETDP_MST|감가상각비계획마스터
BP|DP_MTHD_CD|상각방법코드|VARCHAR2|(5)|||16|BP_ASSETDP_MST|감가상각비계획마스터
BP|DP_RT|상각율|NUMBER|(19,6)|||15|BP_ASSETDP_MST|감가상각비계획마스터
BP|EXCH_CD|환종코드|VARCHAR2|(5)|||17|BP_ASSETDP_MST|감가상각비계획마스터
BP|INSERT_DTS|등록일시|DATE||||24|BP_ASSETDP_MST|감가상각비계획마스터
BP|INSERT_ID|등록ID|VARCHAR2|(30)|||21|BP_ASSETDP_MST|감가상각비계획마스터
BP|INSERT_IP|등록IP|VARCHAR2|(200)|||22|BP_ASSETDP_MST|감가상각비계획마스터
BP|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||23|BP_ASSETDP_MST|감가상각비계획마스터
BP|PCA_CD|손익센터코드|VARCHAR2|(20)|||12|BP_ASSETDP_MST|감가상각비계획마스터
BP|PC_CD|회계단위코드|VARCHAR2|(7)|||9|BP_ASSETDP_MST|감가상각비계획마스터
BP|PJT_CD|프로젝트코드|VARCHAR2|(50)|||14|BP_ASSETDP_MST|감가상각비계획마스터
BP|PLAN_LINE_SQ|계획라인순번|NUMBER|(10,0)||Y|4|BP_ASSETDP_MST|감가상각비계획마스터
BP|RMK_DC|비고내역|VARCHAR2|(200)|||20|BP_ASSETDP_MST|감가상각비계획마스터
BP|UPDATE_DTS|수정일시|DATE||||28|BP_ASSETDP_MST|감가상각비계획마스터
BP|UPDATE_ID|수정ID|VARCHAR2|(30)|||25|BP_ASSETDP_MST|감가상각비계획마스터
BP|UPDATE_IP|수정IP|VARCHAR2|(200)|||26|BP_ASSETDP_MST|감가상각비계획마스터
BP|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||27|BP_ASSETDP_MST|감가상각비계획마스터
BP|VER_CD|버전코드|VARCHAR2|(5)||Y|2|BP_ASSETDP_MST|감가상각비계획마스터
BP|BPSCEN_CD|사업계획시나리오코드|VARCHAR2|(5)||Y|3|BP_BPCOND_INFO|
BP|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|BP_BPCOND_INFO|
BP|COND_CD|조건코드|VARCHAR2|(5)|||4|BP_BPCOND_INFO|
BP|INSERT_DTS|등록일시|DATE||||9|BP_BPCOND_INFO|
BP|INSERT_ID|등록ID|VARCHAR2|(30)|||6|BP_BPCOND_INFO|
BP|INSERT_IP|등록IP|VARCHAR2|(200)|||7|BP_BPCOND_INFO|
BP|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||8|BP_BPCOND_INFO|
BP|RMK_DC|비고내역|VARCHAR2|(200)|||5|BP_BPCOND_INFO|
BP|UPDATE_DTS|수정일시|DATE||||13|BP_BPCOND_INFO|
BP|UPDATE_ID|수정ID|VARCHAR2|(30)|||10|BP_BPCOND_INFO|
BP|UPDATE_IP|수정IP|VARCHAR2|(200)|||11|BP_BPCOND_INFO|
BP|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||12|BP_BPCOND_INFO|
BP|VER_CD|버전코드|VARCHAR2|(5)||Y|2|BP_BPCOND_INFO|
BP|BPSCEN_CD|사업계획시나리오코드|VARCHAR2|(5)||Y|3|BP_BPSCEN_MST|사업계획시나리오마스터
BP|BPSCEN_NM|사업계획시나리오명|VARCHAR2|(50)|||4|BP_BPSCEN_MST|사업계획시나리오마스터
BP|CNFM_YN|확정여부|VARCHAR2|(1)|||5|BP_BPSCEN_MST|사업계획시나리오마스터
BP|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|BP_BPSCEN_MST|사업계획시나리오마스터
BP|INSERT_DTS|등록일시|DATE||||10|BP_BPSCEN_MST|사업계획시나리오마스터
BP|INSERT_ID|등록ID|VARCHAR2|(30)|||7|BP_BPSCEN_MST|사업계획시나리오마스터
BP|INSERT_IP|등록IP|VARCHAR2|(200)|||8|BP_BPSCEN_MST|사업계획시나리오마스터
BP|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||9|BP_BPSCEN_MST|사업계획시나리오마스터
BP|RMK_DC|비고내역|VARCHAR2|(200)|||6|BP_BPSCEN_MST|사업계획시나리오마스터
BP|UPDATE_DTS|수정일시|DATE||||14|BP_BPSCEN_MST|사업계획시나리오마스터
BP|UPDATE_ID|수정ID|VARCHAR2|(30)|||11|BP_BPSCEN_MST|사업계획시나리오마스터
BP|UPDATE_IP|수정IP|VARCHAR2|(200)|||12|BP_BPSCEN_MST|사업계획시나리오마스터
BP|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||13|BP_BPSCEN_MST|사업계획시나리오마스터
BP|VER_CD|버전코드|VARCHAR2|(5)||Y|2|BP_BPSCEN_MST|사업계획시나리오마스터
BP|CNFM_YN|확정여부|VARCHAR2|(1)|||7|BP_BPVER_MST|사업계획버전마스터
BP|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|BP_BPVER_MST|사업계획버전마스터
BP|FROM_YM|계획시작연월|VARCHAR2|(6)|||5|BP_BPVER_MST|사업계획버전마스터
BP|INSERT_DTS|등록일시|DATE||||13|BP_BPVER_MST|사업계획버전마스터
BP|INSERT_ID|등록ID|VARCHAR2|(30)|||10|BP_BPVER_MST|사업계획버전마스터
BP|INSERT_IP|등록IP|VARCHAR2|(200)|||11|BP_BPVER_MST|사업계획버전마스터
BP|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||12|BP_BPVER_MST|사업계획버전마스터
BP|RMK_DC|비고내역|VARCHAR2|(200)|||9|BP_BPVER_MST|사업계획버전마스터
BP|TMPLT_VER_CD|템플릿버전코드|VARCHAR2|(5)|||4|BP_BPVER_MST|사업계획버전마스터
BP|TO_YM|계획종료연월|VARCHAR2|(6)|||6|BP_BPVER_MST|사업계획버전마스터
BP|UPDATE_DTS|수정일시|DATE||||17|BP_BPVER_MST|사업계획버전마스터
BP|UPDATE_ID|수정ID|VARCHAR2|(30)|||14|BP_BPVER_MST|사업계획버전마스터
BP|UPDATE_IP|수정IP|VARCHAR2|(200)|||15|BP_BPVER_MST|사업계획버전마스터
BP|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||16|BP_BPVER_MST|사업계획버전마스터
BP|USE_YN|사용여부|VARCHAR2|(1)|||8|BP_BPVER_MST|사업계획버전마스터
BP|VER_CD|버전코드|VARCHAR2|(5)||Y|2|BP_BPVER_MST|사업계획버전마스터
BP|VER_NM|버전명|VARCHAR2|(50)|||3|BP_BPVER_MST|사업계획버전마스터
BP|ADJT_AMT|조정금액|NUMBER|(19,4)|||13|BP_DATA_LOG|사업계획데이터로그
BP|ADJT_RT|조정비율|NUMBER|(19,6)|||14|BP_DATA_LOG|사업계획데이터로그
BP|BPSCEN_CD|사업계획시나리오코드|VARCHAR2|(5)||Y|3|BP_DATA_LOG|사업계획데이터로그
BP|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|BP_DATA_LOG|사업계획데이터로그
BP|INSERT_DTS|등록일시|DATE||||18|BP_DATA_LOG|사업계획데이터로그
BP|INSERT_ID|등록ID|VARCHAR2|(30)|||15|BP_DATA_LOG|사업계획데이터로그
BP|INSERT_IP|등록IP|VARCHAR2|(200)|||16|BP_DATA_LOG|사업계획데이터로그
BP|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||17|BP_DATA_LOG|사업계획데이터로그
BP|LINE_SQ|라인순번|NUMBER|(5,0)||Y|5|BP_DATA_LOG|사업계획데이터로그
BP|MENU_CD|메뉴코드|VARCHAR2|(20)||Y|4|BP_DATA_LOG|사업계획데이터로그
BP|ORGL_BPSCEN_CD|원본사업계획시나리오코드|VARCHAR2|(5)|||10|BP_DATA_LOG|사업계획데이터로그
BP|ORGL_PLAN_YM|원본계획년월|VARCHAR2|(6)|||11|BP_DATA_LOG|사업계획데이터로그
BP|ORGL_VER_CD|원본버전코드|VARCHAR2|(20)|||9|BP_DATA_LOG|사업계획데이터로그
BP|PLAN_YM|계획년월|VARCHAR2|(6)|||7|BP_DATA_LOG|사업계획데이터로그
BP|TABLE_ID|테이블ID|VARCHAR2|(30)|||12|BP_DATA_LOG|사업계획데이터로그
BP|UPDATE_DTS|수정일시|DATE||||22|BP_DATA_LOG|사업계획데이터로그
BP|UPDATE_ID|수정ID|VARCHAR2|(30)|||19|BP_DATA_LOG|사업계획데이터로그
BP|UPDATE_IP|수정IP|VARCHAR2|(200)|||20|BP_DATA_LOG|사업계획데이터로그
BP|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||21|BP_DATA_LOG|사업계획데이터로그
BP|VER_CD|버전코드|VARCHAR2|(5)||Y|2|BP_DATA_LOG|사업계획데이터로그
BP|WRK_CNT|작업건수|NUMBER|(15,0)|||8|BP_DATA_LOG|사업계획데이터로그
BP|WRK_TP|작업유형|VARCHAR2|(3)|||6|BP_DATA_LOG|사업계획데이터로그
BP|ACTIVITY_CD|활동유형코드|VARCHAR2|(7)||Y|6|BP_DISTACTI_INFO|사업계획활동유형배부정보
BP|BPSCEN_CD|사업계획시나리오코드|VARCHAR2|(5)||Y|3|BP_DISTACTI_INFO|사업계획활동유형배부정보
BP|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|BP_DISTACTI_INFO|사업계획활동유형배부정보
BP|DIST_SQ|배부순번|NUMBER|(10,0)||Y|5|BP_DISTACTI_INFO|사업계획활동유형배부정보
BP|DIST_TP|배부유형|VARCHAR2|(3)||Y|4|BP_DISTACTI_INFO|사업계획활동유형배부정보
BP|INSERT_DTS|등록일시|DATE||||11|BP_DISTACTI_INFO|사업계획활동유형배부정보
BP|INSERT_ID|등록ID|VARCHAR2|(30)|||8|BP_DISTACTI_INFO|사업계획활동유형배부정보
BP|INSERT_IP|등록IP|VARCHAR2|(200)|||9|BP_DISTACTI_INFO|사업계획활동유형배부정보
BP|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||10|BP_DISTACTI_INFO|사업계획활동유형배부정보
BP|SPLIT_WGHTVAL_CNT|스플릿가중치수|NUMBER|(10,0)|||7|BP_DISTACTI_INFO|사업계획활동유형배부정보
