"MODULE_CD"|"COL_NM"|"COL_KOR_NM"|"FORMAT_DC"|"COLSIZE_VR"|"RCODE_DC"|"KEY_VAL_YN"|"COL_SQ"|"TABLE_ID"|"TABLE_NM"
SD|BILL_FG_CD|매출구분코드|VARCHAR2|(5)|||26|SD_BILL_MST|매출마스터
SD|BILL_ST|매출상태|VARCHAR2|(3)|||29|SD_BILL_MST|매출마스터
SD|BILL_TP|매출유형|VARCHAR2|(5)|||3|SD_BILL_MST|매출마스터
SD|BIZ_DOC_CTGRY_CD|영업문서범주코드|VARCHAR2|(5)|||4|SD_BILL_MST|매출마스터
SD|COLLPRTN_CD|수금처코드|VARCHAR2|(20)|||7|SD_BILL_MST|매출마스터
SD|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|SD_BILL_MST|매출마스터
SD|CUST_GRP_CD|고객그룹코드|VARCHAR2|(5)|||20|SD_BILL_MST|매출마스터
SD|DOCU_NO|전표번호|VARCHAR2|(20)|||25|SD_BILL_MST|매출마스터
SD|DOCU_TP_CD|전표유형코드|VARCHAR2|(20)|||24|SD_BILL_MST|매출마스터
SD|DSNT_NO|지정번호|VARCHAR2|(20)|||28|SD_BILL_MST|매출마스터
SD|EXCHRTP_CD|환율타입코드|VARCHAR2|(3)|||14|SD_BILL_MST|매출마스터
SD|EXCH_CD|환종코드|VARCHAR2|(5)|||10|SD_BILL_MST|매출마스터
SD|EXRT_RT|환율|NUMBER|(19,6)|||11|SD_BILL_MST|매출마스터
SD|INSERT_DTS|등록일시|DATE||||35|SD_BILL_MST|매출마스터
SD|INSERT_ID|등록ID|VARCHAR2|(30)|||32|SD_BILL_MST|매출마스터
SD|INSERT_IP|등록IP|VARCHAR2|(200)|||33|SD_BILL_MST|매출마스터
SD|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||34|SD_BILL_MST|매출마스터
SD|PC_CD|회계단위코드|VARCHAR2|(7)|||37|SD_BILL_MST|매출마스터
SD|PLMI_DOCU_NO|손익전표번호|VARCHAR2|(20)|||30|SD_BILL_MST|매출마스터
SD|POSTING_TP_CD|포스팅유형코드|VARCHAR2|(10)|||23|SD_BILL_MST|매출마스터
SD|POSTING_YN|포스팅여부|VARCHAR2|(1)|||22|SD_BILL_MST|매출마스터
SD|RMK_DC|비고내역|VARCHAR2|(200)|||31|SD_BILL_MST|매출마스터
SD|SALEPRTN_CD|판매거래처코드|VARCHAR2|(20)|||5|SD_BILL_MST|매출마스터
SD|SPLY_AMT|공급금액|NUMBER|(19,4)|||12|SD_BILL_MST|매출마스터
SD|TAXAFS_CD|세무코드|VARCHAR2|(5)|||17|SD_BILL_MST|매출마스터
SD|TAXAFS_CSF_CD|세무분류코드|VARCHAR2|(5)|||15|SD_BILL_MST|매출마스터
SD|TAXAFS_SQ|세무순번|NUMBER|(10,0)|||18|SD_BILL_MST|매출마스터
SD|TAXCAT_CD|세무분류코드|VARCHAR2|(5)|||16|SD_BILL_MST|매출마스터
SD|TAX_AMT|과세금액|NUMBER|(19,4)|||13|SD_BILL_MST|매출마스터
SD|TERPAY_CD|결제조건코드|VARCHAR2|(5)|||19|SD_BILL_MST|매출마스터
SD|TRAN_AMT|거래금액|NUMBER|(19,4)|||9|SD_BILL_MST|매출마스터
SD|UPDATE_DTS|수정일시|DATE||||39|SD_BILL_MST|매출마스터
SD|UPDATE_ID|수정ID|VARCHAR2|(30)|||36|SD_BILL_MST|매출마스터
SD|UPDATE_IP|수정IP|VARCHAR2|(200)|||37|SD_BILL_MST|매출마스터
SD|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||38|SD_BILL_MST|매출마스터
SD|VAT_BIZAREA_VAT_CD|부가세신고사업장코드|VARCHAR2|(7)|||21|SD_BILL_MST|매출마스터
SD|ACTG_DSNT_CD|회계지정코드|VARCHAR2|(5)|||14|SD_BILTYPE_MST|매출유형마스터
SD|BILL_TP|매출유형|VARCHAR2|(5)||Y|2|SD_BILTYPE_MST|매출유형마스터
SD|BILL_TP_NM|매출유형명|VARCHAR2|(50)|||3|SD_BILTYPE_MST|매출유형마스터
SD|BILL_TP_NM2|매출유형명외국어|VARCHAR2|(50)|||4|SD_BILTYPE_MST|매출유형마스터
SD|BIZ_DOC_CTGRY_CD|영업문서범주코드|VARCHAR2|(5)|||5|SD_BILTYPE_MST|매출유형마스터
SD|BRN_HDOFC_CUST_CD|지점본점고객코드|VARCHAR2|(3)|||11|SD_BILTYPE_MST|매출유형마스터
SD|CLAS_CD|항목코드|VARCHAR2|(5)|||6|SD_BILTYPE_MST|매출유형마스터
SD|CNCL_BILL_TP|취소매출유형|VARCHAR2|(5)|||12|SD_BILTYPE_MST|매출유형마스터
SD|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|SD_BILTYPE_MST|매출유형마스터
SD|DOCU_TP_CD|전표유형코드|VARCHAR2|(20)|||8|SD_BILTYPE_MST|매출유형마스터
SD|INSERT_DTS|등록일시|DATE||||20|SD_BILTYPE_MST|매출유형마스터
SD|INSERT_ID|등록ID|VARCHAR2|(30)|||17|SD_BILTYPE_MST|매출유형마스터
SD|INSERT_IP|등록IP|VARCHAR2|(200)|||18|SD_BILTYPE_MST|매출유형마스터
SD|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||19|SD_BILTYPE_MST|매출유형마스터
SD|MINUS_POSTING_YN|마이너스포스팅여부|VARCHAR2|(1)|||10|SD_BILTYPE_MST|매출유형마스터
SD|POSTING_DEFR_YN|포스팅보류여부|VARCHAR2|(1)|||9|SD_BILTYPE_MST|매출유형마스터
SD|PRDNO_INC_PRDNO_SQ|품번증가항번순번|NUMBER|(10,0)|||7|SD_BILTYPE_MST|매출유형마스터
SD|RFR_MNDR_DOC_CD|참조필수문서코드|VARCHAR2|(5)|||13|SD_BILTYPE_MST|매출유형마스터
SD|RMK_DC|비고내역|VARCHAR2|(200)|||16|SD_BILTYPE_MST|매출유형마스터
SD|UPDATE_DTS|수정일시|DATE||||24|SD_BILTYPE_MST|매출유형마스터
SD|UPDATE_ID|수정ID|VARCHAR2|(30)|||21|SD_BILTYPE_MST|매출유형마스터
SD|UPDATE_IP|수정IP|VARCHAR2|(200)|||22|SD_BILTYPE_MST|매출유형마스터
SD|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||23|SD_BILTYPE_MST|매출유형마스터
SD|USE_YN|사용여부|VARCHAR2|(1)|||15|SD_BILTYPE_MST|매출유형마스터
SD|BILL_TP|매출유형|VARCHAR2|(5)||Y|2|SD_BILTYPE_SDTL|
SD|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|SD_BILTYPE_SDTL|
SD|INSERT_DTS|등록일시|DATE||||11|SD_BILTYPE_SDTL|
SD|INSERT_ID|등록ID|VARCHAR2|(30)|||8|SD_BILTYPE_SDTL|
SD|INSERT_IP|등록IP|VARCHAR2|(200)|||9|SD_BILTYPE_SDTL|
SD|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||10|SD_BILTYPE_SDTL|
SD|MCLS_CD|관리항목코드|VARCHAR2|(10)||Y|3|SD_BILTYPE_SDTL|
SD|MNGD_CD|관리내역코드|VARCHAR2|(50)|||4|SD_BILTYPE_SDTL|
SD|MNGD_NM|관리내역명|VARCHAR2|(100)|||5|SD_BILTYPE_SDTL|
SD|MNGD_VN|관리내역숫자값|NUMBER|(21,6)|||6|SD_BILTYPE_SDTL|
SD|MNG_DC|관리내역|VARCHAR2|(200)|||7|SD_BILTYPE_SDTL|
SD|UPDATE_DTS|수정일시|DATE||||15|SD_BILTYPE_SDTL|
SD|UPDATE_ID|수정ID|VARCHAR2|(30)|||12|SD_BILTYPE_SDTL|
SD|UPDATE_IP|수정IP|VARCHAR2|(200)|||13|SD_BILTYPE_SDTL|
SD|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||14|SD_BILTYPE_SDTL|
SD|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|SD_CMATIR_INFO|고객자재정보등록
SD|DISCH_CD|유통경로코드|VARCHAR2|(5)||Y|3|SD_CMATIR_INFO|고객자재정보등록
SD|INSERT_DTS|등록일시|DATE||||12|SD_CMATIR_INFO|고객자재정보등록
SD|INSERT_ID|등록ID|VARCHAR2|(30)|||9|SD_CMATIR_INFO|고객자재정보등록
SD|INSERT_IP|등록IP|VARCHAR2|(200)|||10|SD_CMATIR_INFO|고객자재정보등록
SD|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||11|SD_CMATIR_INFO|고객자재정보등록
SD|ITEM_CD|품목코드|VARCHAR2|(50)||Y|5|SD_CMATIR_INFO|고객자재정보등록
SD|ITEM_PRPOS_CD|품목용도코드|VARCHAR2|(5)|||8|SD_CMATIR_INFO|고객자재정보등록
SD|PARTNER_CD|거래처코드|VARCHAR2|(20)||Y|4|SD_CMATIR_INFO|고객자재정보등록
SD|PARTNER_ITEM_CD|거래처품목코드|VARCHAR2|(50)|||6|SD_CMATIR_INFO|고객자재정보등록
SD|PARTNER_ITEM_NM|거래처품목명|VARCHAR2|(100)|||7|SD_CMATIR_INFO|고객자재정보등록
SD|SALESORGN_CD|영업조직코드|VARCHAR2|(7)||Y|2|SD_CMATIR_INFO|고객자재정보등록
SD|UPDATE_DTS|수정일시|DATE||||16|SD_CMATIR_INFO|고객자재정보등록
SD|UPDATE_ID|수정ID|VARCHAR2|(30)|||13|SD_CMATIR_INFO|고객자재정보등록
SD|UPDATE_IP|수정IP|VARCHAR2|(200)|||14|SD_CMATIR_INFO|고객자재정보등록
SD|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||15|SD_CMATIR_INFO|고객자재정보등록
SD|COMM_FIELD_CD|공통필드코드|VARCHAR2|(10)|||5|SD_CONDELEMT_INFO|가격조건요소등록
SD|ELEMENT_FIELD_CD|요소필드코드|VARCHAR2|(50)||Y|1|SD_CONDELEMT_INFO|가격조건요소등록
SD|ELEMENT_FIELD_NM|요소필드명|VARCHAR2|(50)||Y|2|SD_CONDELEMT_INFO|가격조건요소등록
SD|HWND_FG|도움창구분|VARCHAR2|(3)|||3|SD_CONDELEMT_INFO|가격조건요소등록
SD|HWND_ID_CD|도움창ID코드|VARCHAR2|(50)|||6|SD_CONDELEMT_INFO|가격조건요소등록
SD|INSERT_DTS|등록일시|DATE||||11|SD_CONDELEMT_INFO|가격조건요소등록
SD|INSERT_ID|등록ID|VARCHAR2|(30)|||8|SD_CONDELEMT_INFO|가격조건요소등록
SD|INSERT_IP|등록IP|VARCHAR2|(200)|||9|SD_CONDELEMT_INFO|가격조건요소등록
SD|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||10|SD_CONDELEMT_INFO|가격조건요소등록
SD|MODULE_CD|모듈코드|VARCHAR2|(5)|||4|SD_CONDELEMT_INFO|가격조건요소등록
SD|UPDATE_DTS|수정일시|DATE||||15|SD_CONDELEMT_INFO|가격조건요소등록
SD|UPDATE_ID|수정ID|VARCHAR2|(30)|||12|SD_CONDELEMT_INFO|가격조건요소등록
SD|UPDATE_IP|수정IP|VARCHAR2|(200)|||13|SD_CONDELEMT_INFO|가격조건요소등록
SD|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||14|SD_CONDELEMT_INFO|가격조건요소등록
SD|USE_YN|사용여부|VARCHAR2|(1)|||7|SD_CONDELEMT_INFO|가격조건요소등록
SD|APP_CD|어플리케이션코드|VARCHAR2|(3)||Y|2|SD_CONDTYPE_MST|가격유형등록
SD|APRC_SEQ_CD|접근순서코드|VARCHAR2|(5)|||6|SD_CONDTYPE_MST|가격유형등록
SD|CAL_TP_CD|계산유형코드|VARCHAR2|(3)|||8|SD_CONDTYPE_MST|가격유형등록
SD|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|SD_CONDTYPE_MST|가격유형등록
SD|CVRS_RULE_CD|환산규칙코드|VARCHAR2|(3)|||16|SD_CONDTYPE_MST|가격유형등록
SD|INSERT_DTS|등록일시|DATE||||23|SD_CONDTYPE_MST|가격유형등록
SD|INSERT_ID|등록ID|VARCHAR2|(30)|||20|SD_CONDTYPE_MST|가격유형등록
SD|INSERT_IP|등록IP|VARCHAR2|(200)|||21|SD_CONDTYPE_MST|가격유형등록
SD|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||22|SD_CONDTYPE_MST|가격유형등록
SD|PRC_ADUP_MTHD_CD|가격합산방법코드|VARCHAR2|(5)|||18|SD_CONDTYPE_MST|가격유형등록
SD|PRC_APLY_HDRITM_CD|가격적용헤더품목코드|VARCHAR2|(3)|||12|SD_CONDTYPE_MST|가격유형등록
SD|PRC_CLASS_CD|가격클래스코드|VARCHAR2|(3)|||7|SD_CONDTYPE_MST|가격유형등록
SD|PRC_CTGRY_CD|가격범주코드|VARCHAR2|(3)|||9|SD_CONDTYPE_MST|가격유형등록
SD|PRC_DTMN_DT_CD|가격결정일코드|VARCHAR2|(3)|||17|SD_CONDTYPE_MST|가격유형등록
SD|PRC_PRIOR_CD|가격우선코드|VARCHAR2|(3)|||11|SD_CONDTYPE_MST|가격유형등록
SD|PRC_TP_CD|가격유형코드|VARCHAR2|(5)||Y|3|SD_CONDTYPE_MST|가격유형등록
SD|PRC_TP_DELETE_YN|가격유형삭제여부|VARCHAR2|(1)|||13|SD_CONDTYPE_MST|가격유형등록
SD|PRC_TP_NM|가격유형명|VARCHAR2|(50)|||4|SD_CONDTYPE_MST|가격유형등록
SD|PRC_TP_NM2|가격유형명외국어|VARCHAR2|(50)|||5|SD_CONDTYPE_MST|가격유형등록
SD|RECORD_DELETE_YN|레코드삭제여부|VARCHAR2|(1)|||14|SD_CONDTYPE_MST|가격유형등록
SD|ROUND_STD_CD|올림기준코드|VARCHAR2|(3)|||10|SD_CONDTYPE_MST|가격유형등록
SD|SCALE_STD_CD|스케일기준코드|VARCHAR2|(3)|||15|SD_CONDTYPE_MST|가격유형등록
SD|UPDATE_DTS|수정일시|DATE||||27|SD_CONDTYPE_MST|가격유형등록
SD|UPDATE_ID|수정ID|VARCHAR2|(30)|||24|SD_CONDTYPE_MST|가격유형등록
SD|UPDATE_IP|수정IP|VARCHAR2|(200)|||25|SD_CONDTYPE_MST|가격유형등록
SD|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||26|SD_CONDTYPE_MST|가격유형등록
SD|USE_YN|사용여부|VARCHAR2|(1)|||19|SD_CONDTYPE_MST|가격유형등록
SD|APP_CD|어플리케이션코드|VARCHAR2|(3)||Y|2|SD_CONDTYPE_SDTL|
SD|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|SD_CONDTYPE_SDTL|
SD|INSERT_DTS|등록일시|DATE||||12|SD_CONDTYPE_SDTL|
SD|INSERT_ID|등록ID|VARCHAR2|(30)|||9|SD_CONDTYPE_SDTL|
SD|INSERT_IP|등록IP|VARCHAR2|(200)|||10|SD_CONDTYPE_SDTL|
SD|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||11|SD_CONDTYPE_SDTL|
SD|MCLS_CD|관리항목코드|VARCHAR2|(10)||Y|4|SD_CONDTYPE_SDTL|
SD|MNGD_CD|관리내역코드|VARCHAR2|(50)|||5|SD_CONDTYPE_SDTL|
SD|MNGD_NM|관리내역명|VARCHAR2|(100)|||6|SD_CONDTYPE_SDTL|
SD|MNGD_VN|관리내역숫자값|NUMBER|(21,6)|||7|SD_CONDTYPE_SDTL|
SD|MNG_DC|관리내역|VARCHAR2|(200)|||8|SD_CONDTYPE_SDTL|
SD|PRC_TP_CD|가격유형코드|VARCHAR2|(5)||Y|3|SD_CONDTYPE_SDTL|
SD|UPDATE_DTS|수정일시|DATE||||16|SD_CONDTYPE_SDTL|
SD|UPDATE_ID|수정ID|VARCHAR2|(30)|||13|SD_CONDTYPE_SDTL|
SD|UPDATE_IP|수정IP|VARCHAR2|(200)|||14|SD_CONDTYPE_SDTL|
SD|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||15|SD_CONDTYPE_SDTL|
SD|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|SD_CONTCNCL_PROC_MST|
SD|CONTCNCL_PROC_CD|계약취소절차코드|VARCHAR2|(10)||Y|2|SD_CONTCNCL_PROC_MST|
SD|CONTCNCL_PROC_NM|계약취소절차명|VARCHAR2|(200)|||4|SD_CONTCNCL_PROC_MST|
SD|CONTCNCL_RULE_CD|계약취소규칙코드|VARCHAR2|(10)||Y|3|SD_CONTCNCL_PROC_MST|
SD|END_DT|종료일|VARCHAR2|(8)|||6|SD_CONTCNCL_PROC_MST|
SD|INSERT_DTS|등록일시|DATE||||11|SD_CONTCNCL_PROC_MST|
SD|INSERT_ID|등록ID|VARCHAR2|(30)|||8|SD_CONTCNCL_PROC_MST|
SD|INSERT_IP|등록IP|VARCHAR2|(200)|||9|SD_CONTCNCL_PROC_MST|
SD|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||10|SD_CONTCNCL_PROC_MST|
SD|RMK_DC|비고내역|VARCHAR2|(200)|||7|SD_CONTCNCL_PROC_MST|
SD|START_DT|시작일|VARCHAR2|(8)|||5|SD_CONTCNCL_PROC_MST|
SD|UPDATE_DTS|수정일시|DATE||||15|SD_CONTCNCL_PROC_MST|
SD|UPDATE_ID|수정ID|VARCHAR2|(30)|||12|SD_CONTCNCL_PROC_MST|
SD|UPDATE_IP|수정IP|VARCHAR2|(200)|||13|SD_CONTCNCL_PROC_MST|
SD|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||14|SD_CONTCNCL_PROC_MST|
SD|CNCL_TERM_CNT|취소기간수|NUMBER|(7,2)|||7|SD_CONTCNCL_RULE_MST|
SD|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|SD_CONTCNCL_RULE_MST|
SD|CONTCNCL_BASEDT_CD|계약취소기준일코드|VARCHAR2|(10)|||4|SD_CONTCNCL_RULE_MST|
SD|CONTCNCL_PERUNIT_CD|계약취소기간단위코드|VARCHAR2|(5)|||8|SD_CONTCNCL_RULE_MST|
SD|CONTCNCL_RULE_CD|계약취소규칙코드|VARCHAR2|(10)||Y|2|SD_CONTCNCL_RULE_MST|
SD|CONTCNCL_RULE_NM|계약취소규칙명|VARCHAR2|(200)|||3|SD_CONTCNCL_RULE_MST|
SD|CONTCNCL_RULE_VLIDDT_CD|계약취소규칙유효일코드|VARCHAR2|(10)|||9|SD_CONTCNCL_RULE_MST|
SD|INSERT_DTS|등록일시|DATE||||15|SD_CONTCNCL_RULE_MST|
SD|INSERT_ID|등록ID|VARCHAR2|(30)|||12|SD_CONTCNCL_RULE_MST|
SD|INSERT_IP|등록IP|VARCHAR2|(200)|||13|SD_CONTCNCL_RULE_MST|
SD|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||14|SD_CONTCNCL_RULE_MST|
SD|NOTI_PERUNIT_CD|통지기간단위코드|VARCHAR2|(5)|||6|SD_CONTCNCL_RULE_MST|
SD|NOTI_TERM_CNT|통지기간수|NUMBER|(7,2)|||5|SD_CONTCNCL_RULE_MST|
SD|RMK_DC|비고내역|VARCHAR2|(200)|||11|SD_CONTCNCL_RULE_MST|
SD|UPDATE_DTS|수정일시|DATE||||19|SD_CONTCNCL_RULE_MST|
SD|UPDATE_ID|수정ID|VARCHAR2|(30)|||16|SD_CONTCNCL_RULE_MST|
SD|UPDATE_IP|수정IP|VARCHAR2|(200)|||17|SD_CONTCNCL_RULE_MST|
SD|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||18|SD_CONTCNCL_RULE_MST|
SD|USE_YN|사용여부|VARCHAR2|(1)|||10|SD_CONTCNCL_RULE_MST|
SD|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|SD_CONTPERCTGRY_MST|
SD|CONT_TERM_CTGRY_CD|계약기간범주코드|VARCHAR2|(10)||Y|2|SD_CONTPERCTGRY_MST|
SD|CONT_TERM_CTGRY_NM|계약기간범주명|VARCHAR2|(100)|||3|SD_CONTPERCTGRY_MST|
SD|INSERT_DTS|등록일시|DATE||||11|SD_CONTPERCTGRY_MST|
SD|INSERT_ID|등록ID|VARCHAR2|(30)|||8|SD_CONTPERCTGRY_MST|
SD|INSERT_IP|등록IP|VARCHAR2|(200)|||9|SD_CONTPERCTGRY_MST|
SD|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||10|SD_CONTPERCTGRY_MST|
SD|PERUNIT_CD|기간단위코드|VARCHAR2|(5)|||5|SD_CONTPERCTGRY_MST|
SD|RMK_DC|비고내역|VARCHAR2|(200)|||7|SD_CONTPERCTGRY_MST|
SD|TERM_CNT|기간수|NUMBER|(7,2)|||4|SD_CONTPERCTGRY_MST|
SD|UPDATE_DTS|수정일시|DATE||||15|SD_CONTPERCTGRY_MST|
SD|UPDATE_ID|수정ID|VARCHAR2|(30)|||12|SD_CONTPERCTGRY_MST|
SD|UPDATE_IP|수정IP|VARCHAR2|(200)|||13|SD_CONTPERCTGRY_MST|
SD|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||14|SD_CONTPERCTGRY_MST|
SD|USE_YN|사용여부|VARCHAR2|(1)|||6|SD_CONTPERCTGRY_MST|
SD|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|SD_CONTPROF_DTL|
SD|CONT_PROF_CD|계약프로파일코드|VARCHAR2|(10)||Y|2|SD_CONTPROF_DTL|
SD|FLWUPS_CD|후속조치코드|VARCHAR2|(10)||Y|3|SD_CONTPROF_DTL|
SD|FLWUPS_DT_CD|후속조치일코드|VARCHAR2|(10)|||4|SD_CONTPROF_DTL|
SD|INSERT_DTS|등록일시|DATE||||10|SD_CONTPROF_DTL|
SD|INSERT_ID|등록ID|VARCHAR2|(30)|||7|SD_CONTPROF_DTL|
SD|INSERT_IP|등록IP|VARCHAR2|(200)|||8|SD_CONTPROF_DTL|
SD|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||9|SD_CONTPROF_DTL|
SD|RMK_DC|비고내역|VARCHAR2|(200)|||6|SD_CONTPROF_DTL|
SD|UPDATE_DTS|수정일시|DATE||||14|SD_CONTPROF_DTL|
SD|UPDATE_ID|수정ID|VARCHAR2|(30)|||11|SD_CONTPROF_DTL|
SD|UPDATE_IP|수정IP|VARCHAR2|(200)|||12|SD_CONTPROF_DTL|
SD|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||13|SD_CONTPROF_DTL|
SD|USE_YN|사용여부|VARCHAR2|(1)|||5|SD_CONTPROF_DTL|
SD|CALENDAR_TP|캘린더유형|VARCHAR2|(5)|||8|SD_CONTPROF_MST|
SD|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|SD_CONTPROF_MST|
SD|CONTCNCL_PROC_CD|계약취소절차코드|VARCHAR2|(10)|||7|SD_CONTPROF_MST|
SD|CONT_END_DT_CD|계약종료일코드|VARCHAR2|(10)|||5|SD_CONTPROF_MST|
SD|CONT_PROF_CD|계약프로파일코드|VARCHAR2|(10)||Y|2|SD_CONTPROF_MST|
SD|CONT_PROF_NM|계약프로파일명|VARCHAR2|(100)|||3|SD_CONTPROF_MST|
SD|CONT_START_DT_CD|계약시작일코드|VARCHAR2|(10)|||4|SD_CONTPROF_MST|
SD|CONT_TERM_CTGRY_CD|계약기간범주코드|VARCHAR2|(10)|||6|SD_CONTPROF_MST|
SD|INSERT_DTS|등록일시|DATE||||14|SD_CONTPROF_MST|
SD|INSERT_ID|등록ID|VARCHAR2|(30)|||11|SD_CONTPROF_MST|
SD|INSERT_IP|등록IP|VARCHAR2|(200)|||12|SD_CONTPROF_MST|
SD|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||13|SD_CONTPROF_MST|
SD|RMK_DC|비고내역|VARCHAR2|(200)|||10|SD_CONTPROF_MST|
SD|UPDATE_DTS|수정일시|DATE||||18|SD_CONTPROF_MST|
SD|UPDATE_ID|수정ID|VARCHAR2|(30)|||15|SD_CONTPROF_MST|
SD|UPDATE_IP|수정IP|VARCHAR2|(200)|||16|SD_CONTPROF_MST|
SD|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||17|SD_CONTPROF_MST|
SD|USE_YN|사용여부|VARCHAR2|(1)|||9|SD_CONTPROF_MST|
SD|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|SD_CREDITCON_DTL|여신결정요소등록
SD|COND_TABLE_NO|조건테이블번호|VARCHAR2|(40)||Y|2|SD_CREDITCON_DTL|여신결정요소등록
SD|ELEMENT_FIELD_CD|요소필드코드|VARCHAR2|(50)||Y|3|SD_CREDITCON_DTL|여신결정요소등록
SD|ELEMENT_SQ|요소순번|NUMBER|(5,0)|||4|SD_CREDITCON_DTL|여신결정요소등록
SD|INSERT_DTS|등록일시|DATE||||8|SD_CREDITCON_DTL|여신결정요소등록
SD|INSERT_ID|등록ID|VARCHAR2|(30)|||5|SD_CREDITCON_DTL|여신결정요소등록
SD|INSERT_IP|등록IP|VARCHAR2|(200)|||6|SD_CREDITCON_DTL|여신결정요소등록
SD|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||7|SD_CREDITCON_DTL|여신결정요소등록
SD|UPDATE_DTS|수정일시|DATE||||12|SD_CREDITCON_DTL|여신결정요소등록
SD|UPDATE_ID|수정ID|VARCHAR2|(30)|||9|SD_CREDITCON_DTL|여신결정요소등록
SD|UPDATE_IP|수정IP|VARCHAR2|(200)|||10|SD_CREDITCON_DTL|여신결정요소등록
SD|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||11|SD_CREDITCON_DTL|여신결정요소등록
SD|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|SD_CREDITCON_INFO|여신결정테이블
SD|COND_TABLE_NO|조건테이블번호|VARCHAR2|(40)||Y|2|SD_CREDITCON_INFO|여신결정테이블
SD|INSERT_DTS|등록일시|DATE||||8|SD_CREDITCON_INFO|여신결정테이블
SD|INSERT_ID|등록ID|VARCHAR2|(30)|||5|SD_CREDITCON_INFO|여신결정테이블
SD|INSERT_IP|등록IP|VARCHAR2|(200)|||6|SD_CREDITCON_INFO|여신결정테이블
SD|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||7|SD_CREDITCON_INFO|여신결정테이블
SD|PRC_TABLE_DC|가격테이블내역|VARCHAR2|(200)|||3|SD_CREDITCON_INFO|여신결정테이블
SD|UPDATE_DTS|수정일시|DATE||||12|SD_CREDITCON_INFO|여신결정테이블
SD|UPDATE_ID|수정ID|VARCHAR2|(30)|||9|SD_CREDITCON_INFO|여신결정테이블
SD|UPDATE_IP|수정IP|VARCHAR2|(200)|||10|SD_CREDITCON_INFO|여신결정테이블
SD|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||11|SD_CREDITCON_INFO|여신결정테이블
SD|USE_YN|사용여부|VARCHAR2|(1)|||4|SD_CREDITCON_INFO|여신결정테이블
SD|ATHZ_ST_CD|결재상태코드|VARCHAR2|(5)|||10|SD_CREDITCRE_INFO|신용여신정보
SD|CLOSING_DT|종결일|VARCHAR2|(8)|||15|SD_CREDITCRE_INFO|신용여신정보
SD|CLOSING_REASON_DC|종결사유내역|VARCHAR2|(200)|||14|SD_CREDITCRE_INFO|신용여신정보
SD|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|SD_CREDITCRE_INFO|신용여신정보
SD|COND_TABLE_NO|조건테이블번호|VARCHAR2|(40)|||3|SD_CREDITCRE_INFO|신용여신정보
